Sample,Reference,Location,Assay
GSM5514790,gs://fc-8a98751d-f8e0-48b3-b7d8-7627ef3f5ba6/Output_microReference_Hsa_gencode_v49_plus_primir_microReference_Hsa_GRCh38_v49_plus_primir.tar.gz,gs://fc-8a98751d-f8e0-48b3-b7d8-7627ef3f5ba6/SRR15424683,tenX_v3
